chemical	protein	combined_score	ensgid	symbol
CIDs00000175	9606.ENSP00000297109	908	ENSG00000164576	SAP30L
CIDs00000175	9606.ENSP00000310657	900	ENSG00000166507	NDST2
CIDs00000175	9606.ENSP00000310405	900	ENSG00000173578	XCR1
CIDs00000175	9606.ENSP00000310305	900	ENSG00000175591	P2RY2
CIDs00000175	9606.ENSP00000309818	900	ENSG00000174417	TRHR
CIDs00000175	9606.ENSP00000309771	900	ENSG00000171631	P2RY6
CIDs00000175	9606.ENSP00000309493	900	ENSG00000173612	GPRC6A
CIDs00000175	9606.ENSP00000307822	900	ENSG00000056291	NPFFR2
CIDs00000175	9606.ENSP00000307713	908	ENSG00000168398	BDKRB2
CIDs00000175	9606.ENSP00000307445	900	ENSG00000213903	LTB4R
CIDs00000175	9606.ENSP00000307235	835	ENSG00000172071	EIF2AK3
CIDs00000175	9606.ENSP00000307046	909	ENSG00000169439	SDC2
CIDs00000175	9606.ENSP00000306662	900	ENSG00000170214	ADRA1B
CIDs00000175	9606.ENSP00000306490	900	ENSG00000168539	CHRM1
CIDs00000175	9606.ENSP00000306245	847	ENSG00000170345	FOS
CIDs00000175	9606.ENSP00000306138	900	ENSG00000168959	GRM5
CIDs00000175	9606.ENSP00000305877	900	ENSG00000171596	NMUR1
CIDs00000175	9606.ENSP00000304767	918	ENSG00000169860	P2RY1
CIDs00000175	9606.ENSP00000303775	900	ENSG00000169618	PROKR1
CIDs00000175	9606.ENSP00000303686	900	ENSG00000169006	NTSR2
CIDs00000175	9606.ENSP00000303522	900	ENSG00000115353	TACR1
CIDs00000175	9606.ENSP00000303452	908	ENSG00000170893	TRH
CIDs00000175	9606.ENSP00000303325	900	ENSG00000169836	TACR3
CIDs00000175	9606.ENSP00000303246	900	ENSG00000172497	ACOT12
CIDs00000175	9606.ENSP00000303211	929	ENSG00000087085	ACHE
CIDs00000175	9606.ENSP00000301974	900	ENSG00000169403	PTAFR
CIDs00000175	9606.ENSP00000300108	900	ENSG00000166863	TAC3
CIDs00000175	9606.ENSP00000299178	900	ENSG00000166148	AVPR1A
CIDs00000175	9606.ENSP00000298556	829	ENSG00000165704	HPRT1
CIDs00000175	9606.ENSP00000297785	916	ENSG00000165092	ALDH1A1
CIDs00000175	9606.ENSP00000271331	900	ENSG00000143125	PROK1
CIDs00000175	9606.ENSP00000296677	900	ENSG00000164251	F2RL1
CIDs00000175	9606.ENSP00000271227	900	ENSG00000143036	SLC44A3
CIDs00000175	9606.ENSP00000268251	800	ENSG00000183044	ABAT
CIDs00000175	9606.ENSP00000246553	900	ENSG00000126266	FFAR1
CIDs00000175	9606.ENSP00000246549	915	ENSG00000126262	FFAR2
CIDs00000175	9606.ENSP00000246337	760	ENSG00000126088	UROD
CIDs00000175	9606.ENSP00000245983	900	ENSG00000125787	GNRH2
CIDs00000175	9606.ENSP00000241256	900	ENSG00000121853	GHSR
CIDs00000175	9606.ENSP00000240874	933	ENSG00000160145	KALRN
CIDs00000175	9606.ENSP00000238618	900	ENSG00000119640	ACYP1
CIDs00000175	9606.ENSP00000235382	900	ENSG00000116741	RGS2
CIDs00000175	9606.ENSP00000234371	900	ENSG00000116014	KISS1R
CIDs00000175	9606.ENSP00000234111	881	ENSG00000115758	ODC1
CIDs00000175	9606.ENSP00000228740	826	ENSG00000111144	LTA4H
CIDs00000175	9606.ENSP00000227507	837	ENSG00000110092	CCND1
CIDs00000175	9606.ENSP00000226413	900	ENSG00000109163	GNRHR
CIDs00000175	9606.ENSP00000225740	943	ENSG00000108602	ALDH3A1
CIDs00000175	9606.ENSP00000225609	900	ENSG00000108474	PIGL
CIDs00000175	9606.ENSP00000225275	829	ENSG00000005381	MPO
CIDs00000175	9606.ENSP00000222572	907	ENSG00000105854	PON2
CIDs00000175	9606.ENSP00000222381	925	ENSG00000005421	PON1
CIDs00000175	9606.ENSP00000219240	800	ENSG00000102967	DHODH
CIDs00000175	9606.ENSP00000218721	900	ENSG00000102539	MLNR
CIDs00000175	9606.ENSP00000217455	900	ENSG00000101473	ACOT8
CIDs00000175	9606.ENSP00000217386	909	ENSG00000101405	OXT
CIDs00000175	9606.ENSP00000217270	900	ENSG00000101292	PROKR2
CIDs00000175	9606.ENSP00000216629	900	ENSG00000100739	BDKRB1
CIDs00000175	9606.ENSP00000216452	900	ENSG00000100564	PIGH
CIDs00000175	9606.ENSP00000171757	900	ENSG00000078589	P2RY10
CIDs00000175	9606.ENSP00000078429	900	ENSG00000088256	GNA11
CIDs00000175	9606.ENSP00000054668	900	ENSG00000049247	UTS2
CIDs00000175	9606.ENSP00000312262	900	ENSG00000173020	ADRBK1
CIDs00000175	9606.ENSP00000248076	900	ENSG00000127533	F2RL3
CIDs00000175	9606.ENSP00000249016	900	ENSG00000128285	MCHR1
CIDs00000175	9606.ENSP00000253382	949	ENSG00000131069	ACSS2
CIDs00000175	9606.ENSP00000254351	911	ENSG00000115884	SDC1
CIDs00000175	9606.ENSP00000267549	900	ENSG00000140030	GPR65
CIDs00000175	9606.ENSP00000267017	900	ENSG00000139574	NPFF
CIDs00000175	9606.ENSP00000265627	800	ENSG00000105852	PON3
CIDs00000175	9606.ENSP00000265023	923	ENSG00000113889	KNG1
CIDs00000175	9606.ENSP00000264381	962	ENSG00000114200	BCHE
CIDs00000175	9606.ENSP00000264363	900	ENSG00000138653	NDST4
CIDs00000175	9606.ENSP00000264218	900	ENSG00000109255	NMU
CIDs00000175	9606.ENSP00000264183	900	ENSG00000054267	ARID4B
CIDs00000175	9606.ENSP00000264039	900	ENSG00000063660	GPC1
CIDs00000175	9606.ENSP00000263967	914	ENSG00000121879	PIK3CA
CIDs00000175	9606.ENSP00000263593	900	ENSG00000110013	SIAE
CIDs00000175	9606.ENSP00000263080	888	ENSG00000108381	ASPA
CIDs00000175	9606.ENSP00000262958	900	ENSG00000060558	GNA15
CIDs00000175	9606.ENSP00000262890	900	ENSG00000079462	PAFAH1B3
CIDs00000175	9606.ENSP00000270142	829	ENSG00000142168	SOD1
CIDs00000175	9606.ENSP00000262735	837	ENSG00000186951	PPARA
CIDs00000175	9606.ENSP00000261733	939	ENSG00000111275	ALDH2
CIDs00000175	9606.ENSP00000261187	900	ENSG00000118596	SLC16A7
CIDs00000175	9606.ENSP00000260985	840	ENSG00000138413	IDH1
CIDs00000175	9606.ENSP00000260402	900	ENSG00000137841	PLCB2
CIDs00000175	9606.ENSP00000258400	900	ENSG00000135914	HTR2B
CIDs00000175	9606.ENSP00000258324	900	ENSG00000135845	PIGC
CIDs00000175	9606.ENSP00000258042	900	ENSG00000135577	NMBR
CIDs00000175	9606.ENSP00000257497	912	ENSG00000135046	ANXA1
CIDs00000175	9606.ENSP00000256857	914	ENSG00000134443	GRP
CIDs00000175	9606.ENSP00000256010	912	ENSG00000133636	NTS
CIDs00000175	9606.ENSP00000255380	900	ENSG00000133019	CHRM3
CIDs00000175	9606.ENSP00000255262	911	ENSG00000132911	NMUR2
CIDs00000175	9606.ENSP00000255084	916	ENSG00000132746	ALDH3B2
CIDs00000175	9606.ENSP00000255082	820	ENSG00000132744	ACY3
CIDs00000175	9606.ENSP00000261797	900	ENSG00000070614	NDST1
CIDs00000175	9606.ENSP00000312286	830	ENSG00000170890	PLA2G1B
CIDs00000175	9606.ENSP00000297494	853	ENSG00000164867	NOS3
CIDs00000175	9606.ENSP00000315011	908	ENSG00000151617	EDNRA
CIDs00000175	9606.ENSP00000370376	846	ENSG00000128951	DUT
CIDs00000175	9606.ENSP00000369960	900	ENSG00000120907	ADRA1A
CIDs00000175	9606.ENSP00000369927	800	ENSG00000196139	AKR1C3
CIDs00000175	9606.ENSP00000369820	900	ENSG00000165195	PIGA
CIDs00000175	9606.ENSP00000369647	925	ENSG00000101200	AVP
CIDs00000175	9606.ENSP00000369643	917	ENSG00000126010	GRPR
CIDs00000175	9606.ENSP00000368766	900	ENSG00000171873	ADRA1D
CIDs00000175	9606.ENSP00000368683	979	ENSG00000078401	EDN1
CIDs00000175	9606.ENSP00000368678	907	ENSG00000188157	AGRN
CIDs00000175	9606.ENSP00000367992	912	ENSG00000139684	ESD
CIDs00000175	9606.ENSP00000367959	924	ENSG00000102468	HTR2A
CIDs00000175	9606.ENSP00000367869	900	ENSG00000078369	GNB1
CIDs00000175	9606.ENSP00000367446	907	ENSG00000182197	EXT1
CIDs00000175	9606.ENSP00000366927	907	ENSG00000137124	ALDH1B1
CIDs00000175	9606.ENSP00000366416	913	ENSG00000136160	EDNRB
CIDs00000175	9606.ENSP00000366267	900	ENSG00000179399	GPC5
CIDs00000175	9606.ENSP00000366246	900	ENSG00000183098	GPC6
CIDs00000175	9606.ENSP00000366061	900	ENSG00000204640	NMS
CIDs00000175	9606.ENSP00000365807	900	ENSG00000156049	GNA14
CIDs00000175	9606.ENSP00000363852	900	ENSG00000070214	SLC44A1
CIDs00000175	9606.ENSP00000363827	913	ENSG00000142798	HSPG2
CIDs00000175	9606.ENSP00000363804	822	ENSG00000136826	KLF4
CIDs00000175	9606.ENSP00000363641	828	ENSG00000136810	TXN
CIDs00000175	9606.ENSP00000363614	822	ENSG00000117305	HMGCL
CIDs00000175	9606.ENSP00000363400	900	ENSG00000158006	PAFAH2
CIDs00000175	9606.ENSP00000362810	900	ENSG00000121764	HCRTR1
CIDs00000175	9606.ENSP00000362649	938	ENSG00000116478	HDAC1
CIDs00000175	9606.ENSP00000362403	900	ENSG00000075073	TACR2
CIDs00000175	9606.ENSP00000362401	900	ENSG00000173198	CYSLTR1
CIDs00000175	9606.ENSP00000371973	900	ENSG00000150459	SAP18
CIDs00000175	9606.ENSP00000372750	900	ENSG00000184984	CHRM5
CIDs00000175	9606.ENSP00000376609	900	ENSG00000198873	GRK5
CIDs00000175	9606.ENSP00000377836	900	ENSG00000147257	GPC3
CIDs00000175	9606.ENSP00000312652	841	ENSG00000174697	LEP
CIDs00000175	9606.ENSP00000462116	900	ENSG00000161526	SAP30BP
CIDs00000175	9606.ENSP00000455561	800	ENSG00000259784	ATP6C
CIDs00000175	9606.ENSP00000450353	907	ENSG00000257767	ENSG00000257767
CIDs00000175	9606.ENSP00000450040	900	ENSG00000166183	ASPG
CIDs00000175	9606.ENSP00000449535	910	ENSG00000111058	ACSS3
CIDs00000175	9606.ENSP00000446880	900	ENSG00000076108	BAZ2A
CIDs00000175	9606.ENSP00000445340	900	ENSG00000256870	SLC5A8
CIDs00000175	9606.ENSP00000443988	900	ENSG00000111707	SUDS3
CIDs00000175	9606.ENSP00000435289	900	ENSG00000168092	PAFAH1B2
CIDs00000175	9606.ENSP00000434045	900	ENSG00000119714	GPR68
CIDs00000175	9606.ENSP00000433290	900	ENSG00000213906	LTB4R2
CIDs00000175	9606.ENSP00000430432	931	ENSG00000196591	HDAC2
CIDs00000175	9606.ENSP00000420487	820	ENSG00000114786	ABHD14A-ACY1
CIDs00000175	9606.ENSP00000362398	900	ENSG00000147145	LPAR4
CIDs00000175	9606.ENSP00000420321	800	ENSG00000169855	ROBO1
CIDs00000175	9606.ENSP00000420037	900	ENSG00000185808	PIGP
CIDs00000175	9606.ENSP00000393333	900	ENSG00000006638	TBXA2R
CIDs00000175	9606.ENSP00000391596	900	ENSG00000162066	AMDHD2
CIDs00000175	9606.ENSP00000388825	914	ENSG00000096395	MLN
CIDs00000175	9606.ENSP00000387123	909	ENSG00000164904	ALDH7A1
CIDs00000175	9606.ENSP00000384665	900	ENSG00000064547	LPAR2
CIDs00000175	9606.ENSP00000383558	900	ENSG00000215644	GCGR
CIDs00000175	9606.ENSP00000381105	915	ENSG00000214285	NPS
CIDs00000175	9606.ENSP00000380378	900	ENSG00000007168	PAFAH1B1
CIDs00000175	9606.ENSP00000380247	900	ENSG00000196639	HRH1
CIDs00000175	9606.ENSP00000379032	900	ENSG00000151348	EXT2
CIDs00000175	9606.ENSP00000378161	900	ENSG00000170634	ACYP2
CIDs00000175	9606.ENSP00000378089	900	ENSG00000197696	NMB
CIDs00000175	9606.ENSP00000377948	900	ENSG00000186867	QRFPR
CIDs00000175	9606.ENSP00000420194	900	ENSG00000036828	CASR
CIDs00000175	9606.ENSP00000361818	907	ENSG00000124145	SDC4
CIDs00000175	9606.ENSP00000387662	938	ENSG00000115263	GCG
CIDs00000175	9606.ENSP00000361141	900	ENSG00000122375	OPN4
CIDs00000175	9606.ENSP00000337128	900	ENSG00000124205	EDN3
CIDs00000175	9606.ENSP00000336888	900	ENSG00000129353	SLC44A2
CIDs00000175	9606.ENSP00000335657	911	ENSG00000187094	CCK
CIDs00000175	9606.ENSP00000335560	900	ENSG00000240771	ARHGEF25
CIDs00000175	9606.ENSP00000335544	900	ENSG00000110148	CCKBR
CIDs00000175	9606.ENSP00000334448	900	ENSG00000186469	GNG2
CIDs00000175	9606.ENSP00000334105	900	ENSG00000101333	PLCB4
CIDs00000175	9606.ENSP00000333920	919	ENSG00000125482	TTF1
CIDs00000175	9606.ENSP00000333664	900	ENSG00000060971	ACAA1
CIDs00000175	9606.ENSP00000333194	900	ENSG00000171700	RGS19
CIDs00000175	9606.ENSP00000332256	907	ENSG00000184254	ALDH1A3
CIDs00000175	9606.ENSP00000332225	900	ENSG00000183395	PMCH
CIDs00000175	9606.ENSP00000331358	910	ENSG00000184502	GAST
CIDs00000175	9606.ENSP00000328818	900	ENSG00000183484	GPR132
CIDs00000175	9606.ENSP00000468991	900	ENSG00000269028	MTRNR2L12
CIDs00000175	9606.ENSP00000328547	913	ENSG00000088305	DNMT3B
CIDs00000175	9606.ENSP00000327875	900	ENSG00000184574	LPAR5
CIDs00000175	9606.ENSP00000327801	827	ENSG00000185624	P4HB
CIDs00000175	9606.ENSP00000324270	900	ENSG00000180914	OXTR
CIDs00000175	9606.ENSP00000323516	900	ENSG00000181408	UTS2R
CIDs00000175	9606.ENSP00000322181	900	ENSG00000136908	DPM2
CIDs00000175	9606.ENSP00000321735	921	ENSG00000100156	SLC16A8
CIDs00000175	9606.ENSP00000321326	900	ENSG00000181104	F2R
CIDs00000175	9606.ENSP00000321106	918	ENSG00000006128	TAC1
CIDs00000175	9606.ENSP00000320318	900	ENSG00000204099	NEU4
CIDs00000175	9606.ENSP00000319744	900	ENSG00000177464	GPR4
CIDs00000175	9606.ENSP00000318318	800	ENSG00000178802	MPI
CIDs00000175	9606.ENSP00000317842	814	ENSG00000172831	CES2
CIDs00000175	9606.ENSP00000361668	900	ENSG00000127129	EDN2
CIDs00000175	9606.ENSP00000316924	933	ENSG00000154930	ACSS1
CIDs00000175	9606.ENSP00000328230	926	ENSG00000185897	FFAR3
CIDs00000175	9606.ENSP00000337459	827	ENSG00000089250	NOS1
CIDs00000175	9606.ENSP00000324173	849	ENSG00000044574	HSPA5
CIDs00000175	9606.ENSP00000339299	918	ENSG00000038382	TRIO
CIDs00000175	9606.ENSP00000359899	900	ENSG00000137252	HCRTR2
CIDs00000175	9606.ENSP00000360683	835	ENSG00000196396	PTPN1
CIDs00000175	9606.ENSP00000338185	900	ENSG00000182621	PLCB1
CIDs00000175	9606.ENSP00000359892	900	ENSG00000137968	SLC44A5
CIDs00000175	9606.ENSP00000359864	900	ENSG00000076716	GPC4
CIDs00000175	9606.ENSP00000359793	900	ENSG00000122420	PTGFR
CIDs00000175	9606.ENSP00000359643	900	ENSG00000171517	LPAR3
CIDs00000175	9606.ENSP00000358903	814	ENSG00000148795	CYP17A1
CIDs00000175	9606.ENSP00000358640	917	ENSG00000155380	SLC16A1
CIDs00000175	9606.ENSP00000356793	900	ENSG00000143185	XCL2
CIDs00000175	9606.ENSP00000356792	900	ENSG00000143184	XCL1
CIDs00000175	9606.ENSP00000356430	900	ENSG00000150681	RGS18
CIDs00000175	9606.ENSP00000356162	900	ENSG00000170498	KISS1
CIDs00000175	9606.ENSP00000355627	908	ENSG00000135744	AGT
CIDs00000175	9606.ENSP00000354569	900	ENSG00000211451	GNRHR2
CIDs00000175	9606.ENSP00000359532	900	ENSG00000101188	NTSR1
CIDs00000175	9606.ENSP00000352839	907	ENSG00000187258	NPSR1
CIDs00000175	9606.ENSP00000342991	900	ENSG00000125246	CLYBL
CIDs00000175	9606.ENSP00000340191	900	ENSG00000171049	FPR2
CIDs00000175	9606.ENSP00000353622	921	ENSG00000169375	SIN3A
CIDs00000175	9606.ENSP00000343925	818	ENSG00000140009	ESR2
CIDs00000175	9606.ENSP00000340526	900	ENSG00000188958	UTS2D
CIDs00000175	9606.ENSP00000344468	907	ENSG00000162512	SDC3
CIDs00000175	9606.ENSP00000345487	900	ENSG00000188710	QRFP
CIDs00000175	9606.ENSP00000344353	900	ENSG00000139679	LPAR6
CIDs00000175	9606.ENSP00000346827	907	ENSG00000143149	ALDH9A1
CIDs00000175	9606.ENSP00000348918	908	ENSG00000173432	SAA1
CIDs00000175	9606.ENSP00000350333	900	ENSG00000136715	SAP130
CIDs00000175	9606.ENSP00000351755	900	ENSG00000198121	LPAR1
CIDs00000175	9606.ENSP00000352516	913	ENSG00000130816	DNMT1
CIDs00000175	9606.ENSP00000345774	943	ENSG00000072210	ALDH3A2
CIDs00000185	9606.ENSP00000402608	799	ENSG00000021826	CPS1
CIDs00000185	9606.ENSP00000293404	944	ENSG00000161653	NAGS
CIDs00000187	9606.ENSP00000293897	921	ENSG00000162009	SSTR5
CIDs00000187	9606.ENSP00000293780	758	ENSG00000108556	CHRNE
CIDs00000187	9606.ENSP00000293778	900	ENSG00000161921	CXCL16
CIDs00000187	9606.ENSP00000294016	900	ENSG00000162104	ADCY9
CIDs00000187	9606.ENSP00000295101	878	ENSG00000162989	KCNJ3
CIDs00000187	9606.ENSP00000295589	945	ENSG00000163394	CCKAR
CIDs00000187	9606.ENSP00000295619	900	ENSG00000163421	PROK2
CIDs00000187	9606.ENSP00000295683	900	ENSG00000163464	CXCR1
CIDs00000187	9606.ENSP00000296677	900	ENSG00000164251	F2RL1
CIDs00000187	9606.ENSP00000296027	900	ENSG00000163735	CXCL5
CIDs00000187	9606.ENSP00000296028	900	ENSG00000163736	PPBP
CIDs00000187	9606.ENSP00000296140	921	ENSG00000163823	CCR1
CIDs00000187	9606.ENSP00000296641	900	ENSG00000164220	F2RL2
CIDs00000187	9606.ENSP00000296871	726	ENSG00000164400	CSF2
CIDs00000187	9606.ENSP00000297313	900	ENSG00000147509	RGS20
CIDs00000187	9606.ENSP00000293330	941	ENSG00000161610	HCRT
CIDs00000187	9606.ENSP00000297469	928	ENSG00000164850	GPER
CIDs00000187	9606.ENSP00000297323	900	ENSG00000164742	ADCY1
CIDs00000187	9606.ENSP00000296026	900	ENSG00000163734	CXCL3
CIDs00000187	9606.ENSP00000293275	900	ENSG00000161573	CCL16
CIDs00000187	9606.ENSP00000282753	912	ENSG00000152822	GRM1
CIDs00000187	9606.ENSP00000292513	927	ENSG00000160951	PTGER1
CIDs00000187	9606.ENSP00000277942	921	ENSG00000148734	NPFFR1
CIDs00000187	9606.ENSP00000297494	904	ENSG00000164867	NOS3
CIDs00000187	9606.ENSP00000278568	800	ENSG00000149269	PAK1
CIDs00000187	9606.ENSP00000279230	900	ENSG00000149782	PLCB3
CIDs00000187	9606.ENSP00000280155	931	ENSG00000150594	ADRA2A
CIDs00000187	9606.ENSP00000281806	921	ENSG00000152034	MCHR2
CIDs00000187	9606.ENSP00000282018	900	ENSG00000152207	CYSLTR2
CIDs00000187	9606.ENSP00000283916	786	ENSG00000153802	TMPRSS11D
CIDs00000187	9606.ENSP00000284981	928	ENSG00000142192	APP
CIDs00000187	9606.ENSP00000293272	900	ENSG00000161570	CCL5
CIDs00000187	9606.ENSP00000286355	900	ENSG00000155897	ADCY8
CIDs00000187	9606.ENSP00000286758	900	ENSG00000156234	CXCL13
CIDs00000187	9606.ENSP00000287641	953	ENSG00000157005	SST
CIDs00000187	9606.ENSP00000287820	828	ENSG00000132170	PPARG
CIDs00000187	9606.ENSP00000287907	928	ENSG00000157219	HTR5A
CIDs00000187	9606.ENSP00000289957	725	ENSG00000147432	CHRNB3
CIDs00000187	9606.ENSP00000291744	800	ENSG00000160339	FCN2
CIDs00000187	9606.ENSP00000292174	900	ENSG00000160683	CXCR5
CIDs00000187	9606.ENSP00000292301	921	ENSG00000121807	CCR2
CIDs00000187	9606.ENSP00000292303	921	ENSG00000160791	CCR5
CIDs00000187	9606.ENSP00000286548	923	ENSG00000156052	GNAQ
CIDs00000187	9606.ENSP00000298440	900	ENSG00000165621	OXGR1
CIDs00000187	9606.ENSP00000308024	900	ENSG00000175426	PCSK1
CIDs00000187	9606.ENSP00000299565	745	ENSG00000169684	CHRNA5
CIDs00000187	9606.ENSP00000306884	900	ENSG00000169248	CXCL11
CIDs00000187	9606.ENSP00000307259	907	ENSG00000169313	P2RY12
CIDs00000187	9606.ENSP00000307445	921	ENSG00000213903	LTB4R
CIDs00000187	9606.ENSP00000307713	900	ENSG00000168398	BDKRB2
CIDs00000187	9606.ENSP00000307766	921	ENSG00000168830	HTR1E
CIDs00000187	9606.ENSP00000307822	921	ENSG00000056291	NPFFR2
CIDs00000187	9606.ENSP00000308361	900	ENSG00000174944	P2RY14
CIDs00000187	9606.ENSP00000308549	931	ENSG00000163485	ADORA1
CIDs00000187	9606.ENSP00000308815	900	ENSG00000172724	CCL19
CIDs00000187	9606.ENSP00000309493	900	ENSG00000173612	GPRC6A
CIDs00000187	9606.ENSP00000309771	907	ENSG00000171631	P2RY6
CIDs00000187	9606.ENSP00000309818	936	ENSG00000174417	TRHR
CIDs00000187	9606.ENSP00000310305	912	ENSG00000175591	P2RY2
CIDs00000187	9606.ENSP00000310405	900	ENSG00000173578	XCR1
CIDs00000187	9606.ENSP00000311405	900	ENSG00000174233	ADCY6
CIDs00000187	9606.ENSP00000312126	909	ENSG00000129467	ADCY4
CIDs00000187	9606.ENSP00000312262	924	ENSG00000173020	ADRBK1
CIDs00000187	9606.ENSP00000312999	917	ENSG00000114353	GNAI2
CIDs00000187	9606.ENSP00000276571	853	ENSG00000147571	CRH
CIDs00000187	9606.ENSP00000306662	921	ENSG00000170214	ADRA1B
CIDs00000187	9606.ENSP00000306512	914	ENSG00000169429	IL8
CIDs00000187	9606.ENSP00000306490	992	ENSG00000168539	CHRM1
CIDs00000187	9606.ENSP00000306138	922	ENSG00000168959	GRM5
CIDs00000187	9606.ENSP00000299727	948	ENSG00000166573	GALR1
CIDs00000187	9606.ENSP00000300108	922	ENSG00000166863	TAC3
CIDs00000187	9606.ENSP00000301908	914	ENSG00000168081	PNOC
CIDs00000187	9606.ENSP00000301974	900	ENSG00000169403	PTAFR
CIDs00000187	9606.ENSP00000302079	900	ENSG00000171860	C3AR1
CIDs00000187	9606.ENSP00000302707	900	ENSG00000171051	FPR1
CIDs00000187	9606.ENSP00000302811	907	ENSG00000168412	MTNR1A
CIDs00000187	9606.ENSP00000303211	998	ENSG00000087085	ACHE
CIDs00000187	9606.ENSP00000303325	912	ENSG00000169836	TACR3
CIDs00000187	9606.ENSP00000299178	921	ENSG00000166148	AVPR1A
CIDs00000187	9606.ENSP00000303452	915	ENSG00000170893	TRH
CIDs00000187	9606.ENSP00000303686	921	ENSG00000169006	NTSR2
CIDs00000187	9606.ENSP00000303775	921	ENSG00000169618	PROKR1
CIDs00000187	9606.ENSP00000304414	921	ENSG00000172215	CXCR6
CIDs00000187	9606.ENSP00000304767	952	ENSG00000169860	P2RY1
CIDs00000187	9606.ENSP00000305416	910	ENSG00000170989	S1PR1
CIDs00000187	9606.ENSP00000305464	900	ENSG00000171388	APLN
CIDs00000187	9606.ENSP00000305613	900	ENSG00000168993	CPLX1
CIDs00000187	9606.ENSP00000305651	915	ENSG00000169245	CXCL10
CIDs00000187	9606.ENSP00000305877	921	ENSG00000171596	NMUR1
CIDs00000187	9606.ENSP00000303522	924	ENSG00000115353	TACR1
CIDs00000187	9606.ENSP00000276414	911	ENSG00000147437	GNRH1
CIDs00000187	9606.ENSP00000240687	900	ENSG00000121377	TAS2R7
CIDs00000187	9606.ENSP00000276198	933	ENSG00000147246	HTR2C
CIDs00000187	9606.ENSP00000240619	900	ENSG00000121318	TAS2R10
CIDs00000187	9606.ENSP00000313661	930	ENSG00000179546	HTR1D
CIDs00000187	9606.ENSP00000240691	900	ENSG00000121381	TAS2R9
CIDs00000187	9606.ENSP00000240874	907	ENSG00000160145	KALRN
CIDs00000187	9606.ENSP00000241256	927	ENSG00000121853	GHSR
CIDs00000187	9606.ENSP00000242152	953	ENSG00000122585	NPY
CIDs00000187	9606.ENSP00000244007	900	ENSG00000124181	PLCG1
CIDs00000187	9606.ENSP00000245907	900	ENSG00000125730	C3
CIDs00000187	9606.ENSP00000245983	900	ENSG00000125787	GNRH2
CIDs00000187	9606.ENSP00000246115	900	ENSG00000125910	S1PR4
CIDs00000187	9606.ENSP00000246515	723	ENSG00000126233	SLURP1
CIDs00000187	9606.ENSP00000246549	900	ENSG00000126262	FFAR2
CIDs00000187	9606.ENSP00000246553	900	ENSG00000126266	FFAR1
CIDs00000187	9606.ENSP00000246657	908	ENSG00000126353	CCR7
CIDs00000187	9606.ENSP00000247879	900	ENSG00000127362	TAS2R3
CIDs00000187	9606.ENSP00000247881	900	ENSG00000127364	TAS2R4
CIDs00000187	9606.ENSP00000247883	900	ENSG00000127366	TAS2R5
CIDs00000187	9606.ENSP00000248076	900	ENSG00000127533	F2RL3
CIDs00000187	9606.ENSP00000248572	900	ENSG00000127928	GNGT1
CIDs00000187	9606.ENSP00000240615	900	ENSG00000121314	TAS2R8
CIDs00000187	9606.ENSP00000235382	900	ENSG00000116741	RGS2
CIDs00000187	9606.ENSP00000234961	921	ENSG00000116329	OPRD1
CIDs00000187	9606.ENSP00000234371	921	ENSG00000116014	KISS1R
CIDs00000187	9606.ENSP00000014930	900	ENSG00000013583	HEBP1
CIDs00000187	9606.ENSP00000054668	900	ENSG00000049247	UTS2
CIDs00000187	9606.ENSP00000078429	918	ENSG00000088256	GNA11
CIDs00000187	9606.ENSP00000171757	900	ENSG00000078589	P2RY10
CIDs00000187	9606.ENSP00000176183	928	ENSG00000069696	DRD4
CIDs00000187	9606.ENSP00000216629	921	ENSG00000100739	BDKRB1
CIDs00000187	9606.ENSP00000217270	921	ENSG00000101292	PROKR2
CIDs00000187	9606.ENSP00000217305	930	ENSG00000101327	PDYN
CIDs00000187	9606.ENSP00000217386	929	ENSG00000101405	OXT
CIDs00000187	9606.ENSP00000249016	921	ENSG00000128285	MCHR1
CIDs00000187	9606.ENSP00000218721	930	ENSG00000102539	MLNR
CIDs00000187	9606.ENSP00000223642	900	ENSG00000106804	C5
CIDs00000187	9606.ENSP00000225992	912	ENSG00000108849	PPY
CIDs00000187	9606.ENSP00000226317	900	ENSG00000124875	CXCL6
CIDs00000187	9606.ENSP00000226413	921	ENSG00000109163	GNRHR
CIDs00000187	9606.ENSP00000228307	800	ENSG00000089159	PXN
CIDs00000187	9606.ENSP00000229416	700	ENSG00000001084	GCLC
CIDs00000187	9606.ENSP00000231188	900	ENSG00000113262	GRM6
